6 4 3 6
0.2609 0.0563 0.0483 1 
0.1391 0.3521 0.0621 1 
0.0696 0.4225 0.0552 1 
0.1043 0.9577 0.5103 1 
0.2174 0.2958 0.0483 1 
0.1739 0.0845 0.0621 1 
0.0696 0.5211 0.0345 1 
0.3478 0.0141 0.0621 1 
0.6957 0.0141 0.0759 1 
1 0 0.1 0.5 5 2 
1 1 0.1 0.5 5 2 
1 2 0.1 0.5 5 2 
1 3 0.9 0.75 5 2 
1 4 0.9 0.75 5 2 
1 5 0.9 0.75 5 2 
